date,ch.kof.stringency.ag.stringency_plus,ch.kof.stringency.ai.stringency_plus,ch.kof.stringency.ar.stringency_plus,ch.kof.stringency.be.stringency_plus,ch.kof.stringency.bl.stringency_plus,ch.kof.stringency.bs.stringency_plus,ch.kof.stringency.ch.stringency_plus,ch.kof.stringency.fr.stringency_plus,ch.kof.stringency.ge.stringency_plus,ch.kof.stringency.gl.stringency_plus,ch.kof.stringency.gr.stringency_plus,ch.kof.stringency.ju.stringency_plus,ch.kof.stringency.lu.stringency_plus,ch.kof.stringency.ne.stringency_plus,ch.kof.stringency.nw.stringency_plus,ch.kof.stringency.ow.stringency_plus,ch.kof.stringency.sg.stringency_plus,ch.kof.stringency.sh.stringency_plus,ch.kof.stringency.so.stringency_plus,ch.kof.stringency.sz.stringency_plus,ch.kof.stringency.tg.stringency_plus,ch.kof.stringency.ti.stringency_plus,ch.kof.stringency.ur.stringency_plus,ch.kof.stringency.vd.stringency_plus,ch.kof.stringency.vs.stringency_plus,ch.kof.stringency.zg.stringency_plus,ch.kof.stringency.zh.stringency_plus
2020-08-24,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,35.8333,38.3333,35.8333,35.8333,35.8333,40.8333,38.3333,40.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,35.8333,35.8333,38.3333,38.3333,35.8333
2020-08-25,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,35.8333,38.3333,35.8333,35.8333,35.8333,40.8333,38.3333,40.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,35.8333,35.8333,38.3333,38.3333,35.8333
2020-08-26,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,35.8333,38.3333,35.8333,35.8333,35.8333,40.8333,38.3333,40.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,35.8333,35.8333,38.3333,38.3333,35.8333
2020-08-27,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,35.8333,38.3333,35.8333,35.8333,35.8333,40.8333,38.3333,40.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,35.8333,35.8333,38.3333,38.3333,38.3333
2020-08-28,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,35.8333,38.3333,35.8333,35.8333,35.8333,40.8333,38.3333,40.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,35.8333,35.8333,38.3333,38.3333,38.3333
2020-08-29,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,35.8333,38.3333,35.8333,35.8333,35.8333,40.8333,38.3333,40.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,35.8333,35.8333,38.3333,38.3333,38.3333
2020-08-30,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,35.8333,38.3333,35.8333,35.8333,35.8333,40.8333,38.3333,40.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,35.8333,35.8333,38.3333,38.3333,38.3333
2020-08-31,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,35.8333,38.3333,35.8333,35.8333,35.8333,40.8333,38.3333,40.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,35.8333,35.8333,38.3333,38.3333,38.3333
2020-09-01,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,35.8333,38.3333,35.8333,35.8333,35.8333,40.8333,38.3333,40.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,35.8333,35.8333,38.3333,38.3333,38.3333
2020-09-02,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,35.8333,38.3333,35.8333,35.8333,35.8333,40.8333,38.3333,40.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,35.8333,35.8333,38.3333,38.3333,38.3333
2020-09-03,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,35.8333,38.3333,35.8333,35.8333,35.8333,40.8333,38.3333,40.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,35.8333,35.8333,38.3333,38.3333,38.3333
2020-09-04,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,35.8333,38.3333,35.8333,35.8333,35.8333,40.8333,38.3333,40.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,35.8333,35.8333,38.3333,38.3333,38.3333
2020-09-05,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,35.8333,38.3333,35.8333,35.8333,35.8333,40.8333,38.3333,40.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,35.8333,35.8333,38.3333,38.3333,38.3333
2020-09-06,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,35.8333,38.3333,35.8333,35.8333,35.8333,40.8333,38.3333,40.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,35.8333,35.8333,38.3333,38.3333,38.3333
2020-09-07,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,35.8333,38.3333,35.8333,35.8333,35.8333,40.8333,38.3333,40.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,35.8333,35.8333,38.3333,38.3333,38.3333
2020-09-08,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,35.8333,38.3333,35.8333,35.8333,35.8333,40.8333,38.3333,40.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,35.8333,35.8333,38.3333,38.3333,38.3333
2020-09-09,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,35.8333,38.3333,35.8333,35.8333,35.8333,40.8333,38.3333,40.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,35.8333,35.8333,38.3333,38.3333,38.3333
2020-09-10,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,35.8333,38.3333,35.8333,35.8333,35.8333,40.8333,38.3333,40.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,35.8333,35.8333,38.3333,38.3333,38.3333
2020-09-11,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,35.8333,38.3333,35.8333,35.8333,35.8333,40.8333,38.3333,40.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,35.8333,35.8333,38.3333,38.3333,38.3333
2020-09-12,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,35.8333,38.3333,35.8333,35.8333,35.8333,40.8333,38.3333,40.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,35.8333,35.8333,38.3333,38.3333,38.3333
2020-09-13,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,35.8333,38.3333,35.8333,35.8333,35.8333,40.8333,38.3333,40.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,35.8333,35.8333,38.3333,38.3333,38.3333
2020-09-14,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,35.8333,38.3333,35.8333,35.8333,35.8333,40.8333,38.3333,40.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,35.8333,35.8333,38.3333,38.3333,38.3333
2020-09-15,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,35.8333,38.3333,35.8333,35.8333,35.8333,40.8333,38.3333,40.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,35.8333,35.8333,38.3333,38.3333,38.3333
2020-09-16,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,35.8333,38.3333,35.8333,35.8333,35.8333,40.8333,38.3333,40.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,35.8333,35.8333,38.3333,38.3333,38.3333
2020-09-17,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,35.8333,38.3333,35.8333,35.8333,35.8333,40.8333,38.3333,40.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,35.8333,48.3333,38.3333,38.3333,38.3333
2020-09-18,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,35.8333,38.3333,35.8333,35.8333,35.8333,40.8333,38.3333,40.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,35.8333,48.3333,38.3333,38.3333,38.3333
2020-09-19,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,35.8333,38.3333,35.8333,35.8333,35.8333,40.8333,38.3333,40.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,35.8333,48.3333,38.3333,38.3333,38.3333
2020-09-20,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,35.8333,38.3333,35.8333,35.8333,35.8333,40.8333,38.3333,40.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,35.8333,48.3333,38.3333,38.3333,38.3333
2020-09-21,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,35.8333,38.3333,35.8333,35.8333,35.8333,40.8333,38.3333,40.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,35.8333,48.3333,38.3333,38.3333,38.3333
2020-09-22,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,35.8333,38.3333,35.8333,35.8333,35.8333,40.8333,38.3333,40.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,35.8333,48.3333,38.3333,38.3333,38.3333
2020-09-23,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,35.8333,38.3333,35.8333,35.8333,35.8333,40.8333,38.3333,40.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,35.8333,48.3333,38.3333,38.3333,38.3333
2020-09-24,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,35.8333,38.3333,35.8333,35.8333,35.8333,40.8333,38.3333,40.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,35.8333,48.3333,38.3333,38.3333,38.3333
2020-09-25,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,35.8333,38.3333,35.8333,35.8333,35.8333,40.8333,38.3333,40.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,35.8333,48.3333,38.3333,38.3333,38.3333
2020-09-26,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,35.8333,38.3333,35.8333,35.8333,35.8333,40.8333,38.3333,40.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,35.8333,48.3333,38.3333,38.3333,38.3333
2020-09-27,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,35.8333,38.3333,35.8333,35.8333,35.8333,40.8333,38.3333,40.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,35.8333,48.3333,38.3333,38.3333,38.3333
2020-09-28,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,35.8333,38.3333,35.8333,35.8333,35.8333,40.8333,38.3333,40.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,35.8333,48.3333,38.3333,38.3333,38.3333
2020-09-29,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,35.8333,38.3333,35.8333,35.8333,35.8333,40.8333,38.3333,40.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,35.8333,48.3333,38.3333,38.3333,38.3333
2020-09-30,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,35.8333,38.3333,35.8333,35.8333,35.8333,40.8333,38.3333,40.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,35.8333,40.8333,35.8333,48.3333,38.3333,38.3333,38.3333
2020-10-01,33.3333,33.3333,33.3333,35.8333,38.3333,38.3333,33.3333,38.3333,33.3333,33.3333,33.3333,40.8333,38.3333,43.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,40.8333,33.3333,48.3333,38.3333,38.3333,38.3333
2020-10-02,33.3333,33.3333,33.3333,35.8333,38.3333,38.3333,33.3333,38.3333,33.3333,33.3333,33.3333,40.8333,38.3333,43.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,40.8333,33.3333,48.3333,38.3333,38.3333,43.3333
2020-10-03,33.3333,33.3333,33.3333,35.8333,38.3333,38.3333,33.3333,38.3333,33.3333,33.3333,33.3333,40.8333,38.3333,43.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,40.8333,33.3333,48.3333,38.3333,38.3333,43.3333
2020-10-04,33.3333,33.3333,33.3333,35.8333,38.3333,38.3333,33.3333,38.3333,33.3333,33.3333,33.3333,40.8333,38.3333,43.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,40.8333,33.3333,48.3333,38.3333,38.3333,43.3333
2020-10-05,33.3333,33.3333,33.3333,35.8333,38.3333,38.3333,33.3333,38.3333,33.3333,33.3333,33.3333,40.8333,38.3333,43.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,40.8333,33.3333,48.3333,38.3333,38.3333,43.3333
2020-10-06,33.3333,33.3333,33.3333,35.8333,38.3333,38.3333,33.3333,38.3333,33.3333,33.3333,33.3333,40.8333,38.3333,43.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,40.8333,33.3333,48.3333,38.3333,38.3333,43.3333
2020-10-07,33.3333,33.3333,33.3333,35.8333,38.3333,38.3333,33.3333,38.3333,33.3333,33.3333,33.3333,40.8333,38.3333,43.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,40.8333,33.3333,48.3333,38.3333,38.3333,43.3333
2020-10-08,33.3333,33.3333,33.3333,35.8333,38.3333,38.3333,33.3333,38.3333,33.3333,33.3333,33.3333,40.8333,38.3333,43.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,40.8333,33.3333,48.3333,38.3333,38.3333,43.3333
2020-10-09,33.3333,33.3333,33.3333,35.8333,38.3333,38.3333,33.3333,38.3333,33.3333,33.3333,33.3333,40.8333,38.3333,43.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,45.8333,33.3333,48.3333,38.3333,38.3333,43.3333
2020-10-10,33.3333,33.3333,33.3333,35.8333,38.3333,38.3333,33.3333,38.3333,33.3333,33.3333,33.3333,40.8333,38.3333,43.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,45.8333,33.3333,48.3333,38.3333,38.3333,43.3333
2020-10-11,33.3333,33.3333,33.3333,35.8333,38.3333,38.3333,33.3333,38.3333,33.3333,33.3333,33.3333,40.8333,38.3333,43.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,45.8333,33.3333,48.3333,38.3333,38.3333,43.3333
2020-10-12,33.3333,33.3333,33.3333,40.8333,38.3333,38.3333,33.3333,38.3333,33.3333,33.3333,33.3333,40.8333,38.3333,43.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,45.8333,33.3333,48.3333,38.3333,38.3333,43.3333
2020-10-13,33.3333,33.3333,33.3333,40.8333,38.3333,38.3333,33.3333,38.3333,33.3333,33.3333,33.3333,40.8333,38.3333,43.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,45.8333,33.3333,48.3333,38.3333,38.3333,43.3333
2020-10-14,33.3333,33.3333,33.3333,40.8333,38.3333,38.3333,33.3333,38.3333,40.8333,33.3333,33.3333,40.8333,38.3333,43.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,45.8333,33.3333,48.3333,38.3333,38.3333,43.3333
2020-10-15,33.3333,33.3333,33.3333,40.8333,38.3333,38.3333,33.3333,38.3333,40.8333,33.3333,33.3333,40.8333,38.3333,43.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,33.3333,45.8333,33.3333,48.3333,38.3333,38.3333,45.8333
2020-10-16,33.3333,33.3333,33.3333,40.8333,38.3333,38.3333,33.3333,38.3333,40.8333,33.3333,33.3333,40.8333,38.3333,43.3333,33.3333,33.3333,33.3333,33.3333,33.3333,35.8333,33.3333,45.8333,33.3333,48.3333,38.3333,38.3333,45.8333
2020-10-17,33.3333,33.3333,33.3333,40.8333,38.3333,38.3333,33.3333,40.8333,40.8333,33.3333,35.8333,40.8333,40.8333,43.3333,33.3333,33.3333,33.3333,33.3333,33.3333,35.8333,33.3333,45.8333,33.3333,48.3333,38.3333,38.3333,45.8333
2020-10-18,33.3333,33.3333,33.3333,40.8333,38.3333,38.3333,33.3333,40.8333,40.8333,33.3333,35.8333,40.8333,40.8333,43.3333,33.3333,33.3333,33.3333,33.3333,33.3333,35.8333,33.3333,45.8333,33.3333,48.3333,48.3333,38.3333,45.8333
2020-10-19,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,48.3333,43.3333,48.3333,48.3333,43.3333,48.3333
2020-10-20,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,48.3333,43.3333,48.3333,48.3333,43.3333,48.3333
2020-10-21,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,48.3333,43.3333,48.3333,53.3333,43.3333,48.3333
2020-10-22,43.3333,43.3333,43.3333,43.3333,43.3333,48.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,48.3333,43.3333,48.3333,53.3333,43.3333,48.3333
2020-10-23,43.3333,43.3333,43.3333,43.3333,43.3333,48.3333,43.3333,48.3333,43.3333,43.3333,43.3333,53.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,48.3333,43.3333,48.3333,53.3333,43.3333,48.3333
2020-10-24,43.3333,43.3333,43.3333,53.3333,43.3333,50.8333,43.3333,48.3333,43.3333,43.3333,43.3333,53.3333,50.8333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,48.3333,43.3333,48.3333,53.3333,43.3333,48.3333
2020-10-25,43.3333,43.3333,43.3333,53.3333,43.3333,50.8333,43.3333,48.3333,43.3333,43.3333,43.3333,53.3333,50.8333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,48.3333,43.3333,48.3333,53.3333,43.3333,48.3333
2020-10-26,43.3333,43.3333,53.3333,53.3333,43.3333,50.8333,43.3333,48.3333,43.3333,43.3333,43.3333,53.3333,50.8333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,48.3333,43.3333,48.3333,53.3333,43.3333,48.3333
2020-10-27,43.3333,43.3333,53.3333,53.3333,43.3333,50.8333,43.3333,48.3333,43.3333,43.3333,43.3333,53.3333,50.8333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,48.3333,43.3333,48.3333,53.3333,43.3333,48.3333
2020-10-28,43.3333,43.3333,53.3333,53.3333,43.3333,50.8333,43.3333,48.3333,43.3333,43.3333,43.3333,53.3333,50.8333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,43.3333,48.3333,43.3333,48.3333,53.3333,43.3333,48.3333
2020-10-29,50.8333,50.8333,53.3333,53.3333,50.8333,50.8333,50.8333,50.8333,50.8333,50.8333,50.8333,53.3333,50.8333,50.8333,50.8333,50.8333,50.8333,50.8333,50.8333,50.8333,50.8333,50.8333,50.8333,50.8333,53.3333,50.8333,50.8333
2020-10-30,50.8333,50.8333,53.3333,53.3333,50.8333,50.8333,50.8333,50.8333,50.8333,50.8333,50.8333,53.3333,50.8333,50.8333,50.8333,50.8333,50.8333,50.8333,53.3333,50.8333,50.8333,50.8333,50.8333,50.8333,53.3333,50.8333,50.8333
2020-10-31,50.8333,50.8333,53.3333,53.3333,50.8333,50.8333,50.8333,50.8333,50.8333,50.8333,50.8333,53.3333,50.8333,50.8333,50.8333,50.8333,50.8333,50.8333,53.3333,50.8333,50.8333,50.8333,50.8333,50.8333,53.3333,50.8333,50.8333
2020-11-01,50.8333,50.8333,53.3333,53.3333,50.8333,50.8333,50.8333,50.8333,53.3333,50.8333,50.8333,53.3333,50.8333,50.8333,50.8333,50.8333,50.8333,50.8333,53.3333,50.8333,50.8333,50.8333,50.8333,50.8333,53.3333,50.8333,50.8333
2020-11-02,54.1667,54.1667,56.6667,56.6667,54.1667,54.1667,54.1667,54.1667,59.1667,54.1667,54.1667,59.1667,54.1667,56.6667,54.1667,54.1667,54.1667,54.1667,56.6667,54.1667,54.1667,54.1667,54.1667,54.1667,56.6667,54.1667,54.1667
2020-11-03,54.1667,54.1667,56.6667,56.6667,54.1667,54.1667,54.1667,54.1667,59.1667,54.1667,54.1667,59.1667,54.1667,56.6667,54.1667,54.1667,54.1667,54.1667,56.6667,54.1667,54.1667,54.1667,54.1667,54.1667,56.6667,54.1667,54.1667
2020-11-04,54.1667,54.1667,56.6667,56.6667,54.1667,54.1667,54.1667,56.6667,59.1667,54.1667,54.1667,59.1667,54.1667,59.1667,54.1667,54.1667,54.1667,54.1667,56.6667,54.1667,54.1667,54.1667,54.1667,59.1667,56.6667,54.1667,54.1667
2020-11-05,54.1667,54.1667,56.6667,56.6667,54.1667,54.1667,54.1667,56.6667,59.1667,54.1667,54.1667,59.1667,54.1667,59.1667,54.1667,54.1667,54.1667,54.1667,56.6667,54.1667,54.1667,54.1667,54.1667,59.1667,56.6667,54.1667,54.1667
2020-11-06,59.1667,59.1667,61.6667,61.6667,59.1667,59.1667,59.1667,61.6667,64.1667,59.1667,59.1667,64.1667,59.1667,64.1667,59.1667,59.1667,59.1667,59.1667,61.6667,59.1667,59.1667,59.1667,59.1667,64.1667,61.6667,59.1667,59.1667
2020-11-07,59.1667,59.1667,61.6667,61.6667,59.1667,59.1667,59.1667,61.6667,64.1667,59.1667,59.1667,64.1667,59.1667,64.1667,59.1667,59.1667,59.1667,59.1667,61.6667,59.1667,59.1667,59.1667,59.1667,64.1667,61.6667,59.1667,59.1667
2020-11-08,59.1667,59.1667,61.6667,61.6667,59.1667,59.1667,59.1667,61.6667,64.1667,59.1667,59.1667,64.1667,59.1667,64.1667,59.1667,59.1667,59.1667,59.1667,61.6667,59.1667,59.1667,59.1667,59.1667,64.1667,61.6667,59.1667,59.1667
2020-11-09,59.1667,59.1667,61.6667,61.6667,59.1667,59.1667,59.1667,61.6667,64.1667,59.1667,59.1667,64.1667,59.1667,64.1667,59.1667,59.1667,59.1667,59.1667,61.6667,59.1667,59.1667,61.6667,59.1667,64.1667,61.6667,59.1667,59.1667
2020-11-10,59.1667,59.1667,61.6667,61.6667,59.1667,59.1667,59.1667,61.6667,64.1667,59.1667,59.1667,64.1667,59.1667,64.1667,59.1667,59.1667,59.1667,59.1667,61.6667,59.1667,59.1667,61.6667,59.1667,64.1667,61.6667,59.1667,59.1667
2020-11-11,59.1667,59.1667,61.6667,61.6667,59.1667,59.1667,59.1667,61.6667,64.1667,59.1667,59.1667,64.1667,59.1667,64.1667,59.1667,59.1667,59.1667,59.1667,61.6667,59.1667,59.1667,61.6667,59.1667,64.1667,61.6667,59.1667,59.1667
2020-11-12,59.1667,59.1667,61.6667,61.6667,59.1667,59.1667,59.1667,61.6667,64.1667,59.1667,59.1667,64.1667,59.1667,64.1667,59.1667,59.1667,59.1667,59.1667,61.6667,59.1667,59.1667,61.6667,59.1667,64.1667,61.6667,59.1667,59.1667
2020-11-13,59.1667,59.1667,61.6667,61.6667,59.1667,59.1667,59.1667,61.6667,64.1667,59.1667,59.1667,64.1667,59.1667,64.1667,59.1667,59.1667,59.1667,59.1667,61.6667,59.1667,59.1667,61.6667,59.1667,64.1667,61.6667,59.1667,59.1667
2020-11-14,59.1667,59.1667,61.6667,61.6667,59.1667,59.1667,59.1667,61.6667,64.1667,59.1667,59.1667,64.1667,59.1667,64.1667,59.1667,59.1667,59.1667,59.1667,61.6667,59.1667,59.1667,61.6667,59.1667,64.1667,61.6667,59.1667,59.1667
2020-11-15,59.1667,59.1667,61.6667,61.6667,59.1667,59.1667,59.1667,61.6667,64.1667,59.1667,59.1667,64.1667,59.1667,64.1667,59.1667,59.1667,59.1667,59.1667,61.6667,59.1667,59.1667,61.6667,59.1667,64.1667,61.6667,59.1667,59.1667
2020-11-16,59.1667,59.1667,61.6667,61.6667,59.1667,59.1667,59.1667,61.6667,64.1667,59.1667,59.1667,64.1667,59.1667,64.1667,59.1667,59.1667,59.1667,59.1667,61.6667,59.1667,59.1667,61.6667,59.1667,64.1667,61.6667,59.1667,59.1667
2020-11-17,59.1667,59.1667,61.6667,61.6667,59.1667,59.1667,59.1667,61.6667,64.1667,59.1667,59.1667,64.1667,59.1667,64.1667,59.1667,59.1667,59.1667,59.1667,61.6667,59.1667,59.1667,61.6667,59.1667,64.1667,61.6667,59.1667,59.1667
2020-11-18,59.1667,59.1667,61.6667,61.6667,59.1667,59.1667,59.1667,61.6667,64.1667,59.1667,59.1667,64.1667,59.1667,64.1667,59.1667,59.1667,59.1667,59.1667,61.6667,59.1667,59.1667,61.6667,59.1667,64.1667,61.6667,59.1667,59.1667
2020-11-19,59.1667,59.1667,61.6667,61.6667,59.1667,59.1667,59.1667,61.6667,64.1667,59.1667,59.1667,64.1667,59.1667,64.1667,59.1667,59.1667,59.1667,59.1667,61.6667,59.1667,59.1667,61.6667,59.1667,64.1667,61.6667,59.1667,59.1667
2020-11-20,59.1667,59.1667,61.6667,61.6667,59.1667,59.1667,59.1667,61.6667,64.1667,59.1667,59.1667,64.1667,59.1667,64.1667,59.1667,59.1667,59.1667,59.1667,61.6667,59.1667,59.1667,61.6667,59.1667,64.1667,61.6667,59.1667,59.1667
2020-11-21,59.1667,59.1667,61.6667,61.6667,59.1667,59.1667,59.1667,61.6667,64.1667,59.1667,59.1667,64.1667,59.1667,64.1667,59.1667,59.1667,59.1667,59.1667,61.6667,59.1667,59.1667,61.6667,59.1667,64.1667,61.6667,59.1667,59.1667
2020-11-22,59.1667,59.1667,61.6667,61.6667,59.1667,59.1667,59.1667,61.6667,64.1667,59.1667,59.1667,64.1667,59.1667,64.1667,59.1667,59.1667,59.1667,59.1667,61.6667,59.1667,59.1667,61.6667,59.1667,64.1667,61.6667,59.1667,59.1667
2020-11-23,59.1667,59.1667,61.6667,61.6667,59.1667,61.6667,59.1667,61.6667,64.1667,59.1667,59.1667,64.1667,59.1667,64.1667,59.1667,59.1667,59.1667,59.1667,61.6667,59.1667,59.1667,61.6667,59.1667,64.1667,61.6667,59.1667,59.1667
2020-11-24,59.1667,59.1667,61.6667,61.6667,59.1667,61.6667,59.1667,61.6667,64.1667,59.1667,59.1667,64.1667,59.1667,64.1667,59.1667,59.1667,59.1667,59.1667,61.6667,59.1667,59.1667,61.6667,59.1667,64.1667,61.6667,59.1667,59.1667
2020-11-25,59.1667,59.1667,61.6667,61.6667,59.1667,61.6667,59.1667,61.6667,64.1667,59.1667,59.1667,64.1667,59.1667,64.1667,59.1667,59.1667,59.1667,59.1667,61.6667,59.1667,59.1667,61.6667,59.1667,64.1667,61.6667,59.1667,59.1667
